OPTION CODE,LAND USE CODE,DESCRIPTION,,
WD12,AC64,LINSEED - WINTER,,
WD12,AC65,OATS - WINTER,,
WD12,AC66,WHEAT - WINTER,,
WD12,AC67,OILSEED - WINTER,,
WD12,AC68,RYE - WINTER,,
WD12,AC69,TRITICALE - WINTER,,
WD12,AC70,CABBAGE - WINTER,,
WD12,AC71,CORIANDER,,
WD12,AC72,CORN GROMWELL,,
WD12,AC73,CAMELINA,,
WD12,AC74,PHACELIA,,
WD12,AC75,OCA,,
WD12,AC76,GERMAN CHAMOMILE,,
WD12,AC77,CORN CHAMOMILE,,
WD12,AC78,CORN COCKLE,,
WD12,AC79,CORN FLOWER,,
WD12,AC80,CORN MARIGOLD,,
WD12,AC81,POPPY,,
WD12,AC82,FIELD FOR-GET-ME-NOT,,
WD12,AC83,FOX-GLOVE,,
WD12,AC84,HAY RATTLE,,
WD12,AC85,HEDGE BEDSTRAW,,
WD12,AC86,TEASEL,,
WD12,AC87,QUINOA,,
WD12,AC88,SUNFLOWER,,
WD12,AC89,CRESS,,
WD12,AC90,GLADIOLI,,
WD12,AC91,ECHIUM,,
WD12,AC92,SORGHUM,,
WD12,AC93,STICKY NIGHTSHADE,,
WD12,AC94,SWEET WILLIAMS,,
WD12,AC95,WALLFLOWER,,
WD12,AC96,SAMPHIRE,,
WD12,AC97,ASTER (CHINESE),,
WD12,AC98,LARKSPUR,,
WD12,AC99,NIGELLA,,
WD12,BF04,TREES IN A LINE,,
WD12,BF11,HALF HEDGE,,
WD12,CA01,CATCH CROP,,
WD12,CA02,COVER CROP,,
WD12,FA01,FALLOW,,
WD12,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD12,IW01,RIVERS AND STREAMS TYPE 1,,
WD12,IW02,RIVERS AND STREAMS TYPE 2,,
WD12,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD12,LG01,CHICKPEA,,
WD12,LG02,FENUGREEK,,
WD12,LG03,FIELD BEANS - SPRING,,
WD12,LG04,GREEN BEANS,,
WD12,LG05,LENTILS,,
WD12,LG06,LUPINS,,
WD12,LG07,PEAS - SPRING,,
WD12,LG08,SOYA,,
WD12,LG09,COWPEA,,
WD12,LG10,BIRD'S FOOT TREFOIL,,
WD12,LG11,LUCERNE,,
WD12,LG12,SWEET CLOVER,,
WD12,LG13,SAINFOIN,,
WD12,LG14,CLOVER,,
WD12,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
WD12,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
WD12,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
WD12,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
WD12,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
WD12,LG20,FIELD BEANS - WINTER,,
WD12,LG21,PEAS - WINTER,,
WD12,NF02,SCATTERED BRACKEN,,
WD12,NF03,SCATTERED SCRUB,,
WD12,NF04,SCATTERED TREES,,
WD12,NF05,SCATTERED WATER FEATURES,,
WD12,NF06,SCATTERED NATURAL FEATURES,,
WD12,NT02,GALLOP - NON GRASS,,
WD12,NT03,TRACK - NATURAL SURFACE,,
WD12,PG01,PERMANENT GRASSLAND,,
WD12,PG02,PERMANENT GRASS BUFFER STRIP ,,
WD12,TG01,TEMPORARY GRASS,,
WD12,TR03,TREES - CLUMPS,,
WD12,WF01,DRAIN/DITCH/DYKE,,
WD12,WF03,POND,,
WD12,WO01,OAK,,
WD12,WO02,BEECH,,
WD12,WO03,LIME,,
WD12,WO04,ASH,,
WD12,WO05,MAPLE,,
WD12,WO06,THORNS,,
WD12,WO07,HORSE CHESTNUT,,
WD12,WO12,MIXED WOODLAND,,
WD12,WO13,ANCIENT TREES,,
WD12,WO14,WOOD PASTURE AND PARKLAND,,
WD12,WO23,LANDMARK WOODLAND,,
WD12,WO25,SCRUB - UNGRAZEABLE,,
WD12,WO32,NATIVE SEMI-NATURAL WOOD,,
WD2,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD2,IW01,RIVERS AND STREAMS TYPE 1,,
WD2,IW02,RIVERS AND STREAMS TYPE 2,,
WD2,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD2,NA01,NON-AGRICULTURAL AREA,,
WD2,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WD2,NF01,SCATTERED ROCK,,
WD2,NF02,SCATTERED BRACKEN,,
WD2,NF03,SCATTERED SCRUB,,
WD2,NF04,SCATTERED TREES,,
WD2,NF05,SCATTERED WATER FEATURES,,
WD2,NF06,SCATTERED NATURAL FEATURES,,
WD2,NT02,GALLOP - NON GRASS,,
WD2,NT03,TRACK - NATURAL SURFACE,,
WD2,RD01,NON-AGRI BPS ELIGIBLE,,
WD2,RD02,NON-AGRI BPS INELIGIBLE,,
WD2,WF01,DRAIN/DITCH/DYKE,,
WD2,WF03,POND,,
WD2,WO01,OAK,,
WD2,WO02,BEECH,,
WD2,WO03,LIME,,
WD2,WO04,ASH,,
WD2,WO05,MAPLE,,
WD2,WO06,THORNS,,
WD2,WO07,HORSE CHESTNUT,,
WD2,WO08,WOODLAND BLOCK,,
WD2,WO09,WOODLAND COMPARTMENT,,
WD2,WO10,WOODLAND SUB COMPARTMENT,,
WD2,WO11,LICENCE FELLING AREA,,
WD2,WO12,MIXED WOODLAND,,
WD2,WO13,ANCIENT TREES,,
WD2,WO23,LANDMARK WOODLAND,,
WD2,WO25,SCRUB - UNGRAZEABLE,,
WD2,WO32,NATIVE SEMI-NATURAL WOOD,,
WD3,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
WD3,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
WD3,ABS03,FALLOW BUFFER STRIP,,
WD3,AC01,BARLEY - SPRING,,
WD3,AC02,BASIL ,,
WD3,AC03,BEET ,,
WD3,AC04,BORAGE ,,
WD3,AC05,BUCKWHEAT ,,
WD3,AC06,CANARY SEED ,,
WD3,AC07,CARROT ,,
WD3,AC08,CELERY ,,
WD3,AC09,CHICORY ,,
WD3,AC10,DAFFODIL ,,
WD3,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
WD3,AC11,DILL ,,
WD3,AC12,EVENING PRIMROSE ,,
WD3,AC13,FENNEL ,,
WD3,AC14,HEMP ,,
WD3,AC15,LETTUCE ,,
WD3,AC16,LINSEED - SPRING,,
WD3,AC17,MAIZE ,,
WD3,AC18,MILLET ,,
WD3,AC19,OATS - SPRING,,
WD3,AC20,ONIONS ,,
WD3,AC21,OREGANO ,,
WD3,AC22,PARSLEY ,,
WD3,AC23,PARSNIPS ,,
WD3,AC24,RYE - SPRING,,
WD3,AC25,SAGE ,,
WD3,AC26,SPINACH ,,
WD3,AC27,STRAWBERRY ,,
WD3,AC28,SWEET POTATO ,,
WD3,AC29,THYME ,,
WD3,AC30,TRITICALE - SPRING,,
WD3,AC31,TULIP ,,
WD3,AC32,WHEAT - SPRING,,
WD3,AC33,YAM ,,
WD3,AC34,CABBAGE - SPRING,,
WD3,AC35,TURNIP ,,
WD3,AC36,OILSEED - SPRING,,
WD3,AC37,BROWN MUSTARD ,,
WD3,AC38,MUSTARD ,,
WD3,AC39,CRAMBE ,,
WD3,AC40,ROCKET ,,
WD3,AC41,RADISH ,,
WD3,AC42,HORSERADISH ,,
WD3,AC43,TOBACCO ,,
WD3,AC44,POTATO ,,
WD3,AC45,TOMATO ,,
WD3,AC46,AUBERGINE ,,
WD3,AC47,PEPPER ,,
WD3,AC48,CHILLI ,,
WD3,AC49,TREE CHILLI ,,
WD3,AC50,SQUASH ,,
WD3,AC51,JAPANESE PIE SQUASH ,,
WD3,AC52,SIAM PUMPKIN ,,
WD3,AC53,BANANA SQUASH ,,
WD3,AC54,BUTTERNUT SQUASH ,,
WD3,AC55,WATER MELON ,,
WD3,AC56,CUCUMBER ,,
WD3,AC57,MELON ,,
WD3,AC58,MIXED CROP - GROUP 1,,
WD3,AC59,MIXED CROP - GROUP 2,,
WD3,AC60,MIXED CROP - GROUP 3,,
WD3,AC61,MIXED CROP - GROUP 4,,
WD3,AC62,MIXED CROP - GROUP 5,,
WD3,AC63,BARLEY - WINTER,,
WD3,AC64,LINSEED - WINTER,,
WD3,AC65,OATS - WINTER,,
WD3,AC66,WHEAT - WINTER,,
WD3,AC67,OILSEED - WINTER,,
WD3,AC68,RYE - WINTER,,
WD3,AC69,TRITICALE - WINTER,,
WD3,AC70,CABBAGE - WINTER,,
WD3,AC71,CORIANDER,,
WD3,AC72,CORN GROMWELL,,
WD3,AC73,CAMELINA,,
WD3,AC74,PHACELIA,,
WD3,AC75,OCA,,
WD3,AC76,GERMAN CHAMOMILE,,
WD3,AC77,CORN CHAMOMILE,,
WD3,AC78,CORN COCKLE,,
WD3,AC79,CORN FLOWER,,
WD3,AC80,CORN MARIGOLD,,
WD3,AC81,POPPY,,
WD3,AC82,FIELD FOR-GET-ME-NOT,,
WD3,AC83,FOX-GLOVE,,
WD3,AC84,HAY RATTLE,,
WD3,AC85,HEDGE BEDSTRAW,,
WD3,AC86,TEASEL,,
WD3,AC87,QUINOA,,
WD3,AC88,SUNFLOWER,,
WD3,AC89,CRESS,,
WD3,AC90,GLADIOLI,,
WD3,AC91,ECHIUM,,
WD3,AC92,SORGHUM,,
WD3,AC93,STICKY NIGHTSHADE,,
WD3,AC94,SWEET WILLIAMS,,
WD3,AC95,WALLFLOWER,,
WD3,AC96,SAMPHIRE,,
WD3,AC97,ASTER (CHINESE),,
WD3,AC98,LARKSPUR,,
WD3,AC99,NIGELLA,,
WD3,BF11,HALF HEDGE,,
WD3,BF15,BUFFER STRIP,,
WD3,CA01,CATCH CROP,,
WD3,CA02,COVER CROP,,
WD3,FA01,FALLOW,,
WD3,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD3,IW01,RIVERS AND STREAMS TYPE 1,,
WD3,IW02,RIVERS AND STREAMS TYPE 2,,
WD3,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD3,LG01,CHICKPEA,,
WD3,LG02,FENUGREEK,,
WD3,LG03,FIELD BEANS - SPRING,,
WD3,LG04,GREEN BEANS,,
WD3,LG05,LENTILS,,
WD3,LG06,LUPINS,,
WD3,LG07,PEAS - SPRING,,
WD3,LG08,SOYA,,
WD3,LG09,COWPEA,,
WD3,LG10,BIRD'S FOOT TREFOIL,,
WD3,LG11,LUCERNE,,
WD3,LG12,SWEET CLOVER,,
WD3,LG13,SAINFOIN,,
WD3,LG14,CLOVER,,
WD3,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
WD3,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
WD3,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
WD3,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
WD3,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
WD3,LG20,FIELD BEANS - WINTER,,
WD3,LG21,PEAS - WINTER,,
WD3,NF03,SCATTERED SCRUB,,
WD3,NF04,SCATTERED TREES,,
WD3,NF06,SCATTERED NATURAL FEATURES,,
WD3,TG01,TEMPORARY GRASS,,
WD3,WF01,DRAIN/DITCH/DYKE,,
WD3,WF03,POND,,
WD3,WO25,SCRUB - UNGRAZEABLE,,
WD3,WO31,WOODLAND EDGES,,
WD4,BF04,TREES IN A LINE,,
WD4,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD4,IW01,RIVERS AND STREAMS TYPE 1,,
WD4,IW02,RIVERS AND STREAMS TYPE 2,,
WD4,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD4,NA01,NON-AGRICULTURAL AREA,,
WD4,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WD4,NF01,SCATTERED ROCK,,
WD4,NF02,SCATTERED BRACKEN,,
WD4,NF03,SCATTERED SCRUB,,
WD4,NF04,SCATTERED TREES,,
WD4,NF05,SCATTERED WATER FEATURES,,
WD4,NF06,SCATTERED NATURAL FEATURES,,
WD4,NT02,GALLOP - NON GRASS,,
WD4,NT03,TRACK - NATURAL SURFACE,,
WD4,PG01,PERMANENT GRASSLAND,,
WD4,PG02,PERMANENT GRASS BUFFER STRIP ,,
WD4,TR03,TREES - CLUMPS,,
WD4,WF01,DRAIN/DITCH/DYKE,,
WD4,WF03,POND,,
WD4,WO01,OAK,,
WD4,WO02,BEECH,,
WD4,WO03,LIME,,
WD4,WO04,ASH,,
WD4,WO05,MAPLE,,
WD4,WO06,THORNS,,
WD4,WO07,HORSE CHESTNUT,,
WD4,WO12,MIXED WOODLAND,,
WD4,WO13,ANCIENT TREES,,
WD4,WO14,WOOD PASTURE AND PARKLAND,,
WD4,WO16,RECREATIONAL PARKS - IN A FARMED ENVIRONMENT,,
WD4,WO23,LANDMARK WOODLAND,,
WD4,WO25,SCRUB - UNGRAZEABLE,,
WD4,WO32,NATIVE SEMI-NATURAL WOOD,,
WD5,BF04,TREES IN A LINE,,
WD5,BF11,HALF HEDGE,,
WD5,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD5,IW01,RIVERS AND STREAMS TYPE 1,,
WD5,IW02,RIVERS AND STREAMS TYPE 2,,
WD5,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD5,NA01,NON-AGRICULTURAL AREA,,
WD5,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WD5,NF01,SCATTERED ROCK,,
WD5,NF02,SCATTERED BRACKEN,,
WD5,NF03,SCATTERED SCRUB,,
WD5,NF04,SCATTERED TREES,,
WD5,NF05,SCATTERED WATER FEATURES,,
WD5,NF06,SCATTERED NATURAL FEATURES,,
WD5,NT02,GALLOP - NON GRASS,,
WD5,NT03,TRACK - NATURAL SURFACE,,
WD5,PG01,PERMANENT GRASSLAND,,
WD5,PG02,PERMANENT GRASS BUFFER STRIP ,,
WD5,TG01,TEMPORARY GRASS,,
WD5,TR03,TREES - CLUMPS,,
WD5,WF01,DRAIN/DITCH/DYKE,,
WD5,WF03,POND,,
WD5,WO01,OAK,,
WD5,WO02,BEECH,,
WD5,WO03,LIME,,
WD5,WO04,ASH,,
WD5,WO05,MAPLE,,
WD5,WO06,THORNS,,
WD5,WO07,HORSE CHESTNUT,,
WD5,WO12,MIXED WOODLAND,,
WD5,WO13,ANCIENT TREES,,
WD5,WO14,WOOD PASTURE AND PARKLAND,,
WD5,WO16,RECREATIONAL PARKS - IN A FARMED ENVIRONMENT,,
WD5,WO23,LANDMARK WOODLAND,,
WD5,WO25,SCRUB - UNGRAZEABLE,,
WD5,WO32,NATIVE SEMI-NATURAL WOOD,,
WD6,AC01,BARLEY - SPRING,,
WD6,AC02,BASIL ,,
WD6,AC03,BEET ,,
WD6,AC04,BORAGE ,,
WD6,AC05,BUCKWHEAT ,,
WD6,AC06,CANARY SEED ,,
WD6,AC07,CARROT ,,
WD6,AC08,CELERY ,,
WD6,AC09,CHICORY ,,
WD6,AC10,DAFFODIL ,,
WD6,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
WD6,AC11,DILL ,,
WD6,AC12,EVENING PRIMROSE ,,
WD6,AC13,FENNEL ,,
WD6,AC14,HEMP ,,
WD6,AC15,LETTUCE ,,
WD6,AC16,LINSEED - SPRING,,
WD6,AC17,MAIZE ,,
WD6,AC18,MILLET ,,
WD6,AC19,OATS - SPRING,,
WD6,AC20,ONIONS ,,
WD6,AC21,OREGANO ,,
WD6,AC22,PARSLEY ,,
WD6,AC23,PARSNIPS ,,
WD6,AC24,RYE - SPRING,,
WD6,AC25,SAGE ,,
WD6,AC26,SPINACH ,,
WD6,AC27,STRAWBERRY ,,
WD6,AC28,SWEET POTATO ,,
WD6,AC29,THYME ,,
WD6,AC30,TRITICALE - SPRING,,
WD6,AC31,TULIP ,,
WD6,AC32,WHEAT - SPRING,,
WD6,AC33,YAM ,,
WD6,AC34,CABBAGE - SPRING,,
WD6,AC35,TURNIP ,,
WD6,AC36,OILSEED - SPRING,,
WD6,AC37,BROWN MUSTARD ,,
WD6,AC38,MUSTARD ,,
WD6,AC39,CRAMBE ,,
WD6,AC40,ROCKET ,,
WD6,AC41,RADISH ,,
WD6,AC42,HORSERADISH ,,
WD6,AC43,TOBACCO ,,
WD6,AC44,POTATO ,,
WD6,AC45,TOMATO ,,
WD6,AC46,AUBERGINE ,,
WD6,AC47,PEPPER ,,
WD6,AC48,CHILLI ,,
WD6,AC49,TREE CHILLI ,,
WD6,AC50,SQUASH ,,
WD6,AC51,JAPANESE PIE SQUASH ,,
WD6,AC52,SIAM PUMPKIN ,,
WD6,AC53,BANANA SQUASH ,,
WD6,AC54,BUTTERNUT SQUASH ,,
WD6,AC55,WATER MELON ,,
WD6,AC56,CUCUMBER ,,
WD6,AC57,MELON ,,
WD6,AC58,MIXED CROP - GROUP 1,,
WD6,AC59,MIXED CROP - GROUP 2,,
WD6,AC60,MIXED CROP - GROUP 3,,
WD6,AC61,MIXED CROP - GROUP 4,,
WD6,AC62,MIXED CROP - GROUP 5,,
WD6,AC63,BARLEY - WINTER,,
WD6,AC64,LINSEED - WINTER,,
WD6,AC65,OATS - WINTER,,
WD6,AC66,WHEAT - WINTER,,
WD6,AC67,OILSEED - WINTER,,
WD6,AC68,RYE - WINTER,,
WD6,AC69,TRITICALE - WINTER,,
WD6,AC70,CABBAGE - WINTER,,
WD6,AC71,CORIANDER,,
WD6,AC72,CORN GROMWELL,,
WD6,AC73,CAMELINA,,
WD6,AC74,PHACELIA,,
WD6,AC75,OCA,,
WD6,AC76,GERMAN CHAMOMILE,,
WD6,AC77,CORN CHAMOMILE,,
WD6,AC78,CORN COCKLE,,
WD6,AC79,CORN FLOWER,,
WD6,AC80,CORN MARIGOLD,,
WD6,AC81,POPPY,,
WD6,AC82,FIELD FOR-GET-ME-NOT,,
WD6,AC83,FOX-GLOVE,,
WD6,AC84,HAY RATTLE,,
WD6,AC85,HEDGE BEDSTRAW,,
WD6,AC86,TEASEL,,
WD6,AC87,QUINOA,,
WD6,AC88,SUNFLOWER,,
WD6,AC89,CRESS,,
WD6,AC90,GLADIOLI,,
WD6,AC91,ECHIUM,,
WD6,AC92,SORGHUM,,
WD6,AC93,STICKY NIGHTSHADE,,
WD6,AC94,SWEET WILLIAMS,,
WD6,AC95,WALLFLOWER,,
WD6,AC96,SAMPHIRE,,
WD6,AC97,ASTER (CHINESE),,
WD6,AC98,LARKSPUR,,
WD6,AC99,NIGELLA,,
WD6,BF04,TREES IN A LINE,,
WD6,BF11,HALF HEDGE,,
WD6,CA01,CATCH CROP,,
WD6,CA02,COVER CROP,,
WD6,FA01,FALLOW,,
WD6,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD6,IW01,RIVERS AND STREAMS TYPE 1,,
WD6,IW02,RIVERS AND STREAMS TYPE 2,,
WD6,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD6,LG01,CHICKPEA,,
WD6,LG02,FENUGREEK,,
WD6,LG03,FIELD BEANS - SPRING,,
WD6,LG04,GREEN BEANS,,
WD6,LG05,LENTILS,,
WD6,LG06,LUPINS,,
WD6,LG07,PEAS - SPRING,,
WD6,LG08,SOYA,,
WD6,LG09,COWPEA,,
WD6,LG10,BIRD'S FOOT TREFOIL,,
WD6,LG11,LUCERNE,,
WD6,LG12,SWEET CLOVER,,
WD6,LG13,SAINFOIN,,
WD6,LG14,CLOVER,,
WD6,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
WD6,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
WD6,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
WD6,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
WD6,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
WD6,LG20,FIELD BEANS - WINTER,,
WD6,LG21,PEAS - WINTER,,
WD6,NA01,NON-AGRICULTURAL AREA,,
WD6,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WD6,NF01,SCATTERED ROCK,,
WD6,NF02,SCATTERED BRACKEN,,
WD6,NF03,SCATTERED SCRUB,,
WD6,NF04,SCATTERED TREES,,
WD6,NF05,SCATTERED WATER FEATURES,,
WD6,NF06,SCATTERED NATURAL FEATURES,,
WD6,NT02,GALLOP - NON GRASS,,
WD6,NT03,TRACK - NATURAL SURFACE,,
WD6,PG01,PERMANENT GRASSLAND,,
WD6,PG02,PERMANENT GRASS BUFFER STRIP ,,
WD6,TG01,TEMPORARY GRASS,,
WD6,TR03,TREES - CLUMPS,,
WD6,WF01,DRAIN/DITCH/DYKE,,
WD6,WF03,POND,,
WD6,WO01,OAK,,
WD6,WO02,BEECH,,
WD6,WO03,LIME,,
WD6,WO04,ASH,,
WD6,WO05,MAPLE,,
WD6,WO06,THORNS,,
WD6,WO07,HORSE CHESTNUT,,
WD6,WO12,MIXED WOODLAND,,
WD6,WO13,ANCIENT TREES,,
WD6,WO14,WOOD PASTURE AND PARKLAND,,
WD6,WO16,RECREATIONAL PARKS - IN A FARMED ENVIRONMENT,,
WD6,WO23,LANDMARK WOODLAND,,
WD6,WO25,SCRUB - UNGRAZEABLE,,
WD6,WO32,NATIVE SEMI-NATURAL WOOD,,
WD7,BF04,TREES IN A LINE,,
WD7,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD7,IW01,RIVERS AND STREAMS TYPE 1,,
WD7,IW02,RIVERS AND STREAMS TYPE 2,,
WD7,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD7,NA01,NON-AGRICULTURAL AREA,,
WD7,NA02,TEMPORARY NON-AGRICULTURAL AREA,,
WD7,NF01,SCATTERED ROCK,,
WD7,NF02,SCATTERED BRACKEN,,
WD7,NF03,SCATTERED SCRUB,,
WD7,NF04,SCATTERED TREES,,
WD7,NF05,SCATTERED WATER FEATURES,,
WD7,NF06,SCATTERED NATURAL FEATURES,,
WD7,NT02,GALLOP - NON GRASS,,
WD7,PG01,PERMANENT GRASSLAND,,
WD7,PG02,PERMANENT GRASS BUFFER STRIP ,,
WD7,RD01,NON-AGRI BPS ELIGIBLE,,
WD7,TG01,TEMPORARY GRASS,,
WD7,TR03,TREES - CLUMPS,,
WD7,WF01,DRAIN/DITCH/DYKE,,
WD7,WF03,POND,,
WD7,WO25,SCRUB - UNGRAZEABLE,,
WD8,ABS01,TEMPORARY GRASS BUFFER STRIP ,,
WD8,ABS02,SOWN MIXED COVER BUFFER STRIP ,,
WD8,ABS03,FALLOW BUFFER STRIP,,
WD8,AC01,BARLEY - SPRING,,
WD8,AC02,BASIL ,,
WD8,AC03,BEET ,,
WD8,AC04,BORAGE ,,
WD8,AC05,BUCKWHEAT ,,
WD8,AC06,CANARY SEED ,,
WD8,AC07,CARROT ,,
WD8,AC08,CELERY ,,
WD8,AC09,CHICORY ,,
WD8,AC10,DAFFODIL ,,
WD8,AC100,RYEGRASS (ITALIAN) - GROWN FOR SEED PRODUCTION,,
WD8,AC11,DILL ,,
WD8,AC12,EVENING PRIMROSE ,,
WD8,AC13,FENNEL ,,
WD8,AC14,HEMP ,,
WD8,AC15,LETTUCE ,,
WD8,AC16,LINSEED - SPRING,,
WD8,AC17,MAIZE ,,
WD8,AC18,MILLET ,,
WD8,AC19,OATS - SPRING,,
WD8,AC20,ONIONS ,,
WD8,AC200,TEMPORARY ARABLE LAND USE CODE,,
WD8,AC21,OREGANO ,,
WD8,AC22,PARSLEY ,,
WD8,AC23,PARSNIPS ,,
WD8,AC24,RYE - SPRING,,
WD8,AC25,SAGE ,,
WD8,AC26,SPINACH ,,
WD8,AC27,STRAWBERRY ,,
WD8,AC28,SWEET POTATO ,,
WD8,AC29,THYME ,,
WD8,AC30,TRITICALE - SPRING,,
WD8,AC31,TULIP ,,
WD8,AC32,WHEAT - SPRING,,
WD8,AC33,YAM ,,
WD8,AC34,CABBAGE - SPRING,,
WD8,AC35,TURNIP ,,
WD8,AC36,OILSEED - SPRING,,
WD8,AC37,BROWN MUSTARD ,,
WD8,AC38,MUSTARD ,,
WD8,AC39,CRAMBE ,,
WD8,AC40,ROCKET ,,
WD8,AC41,RADISH ,,
WD8,AC42,HORSERADISH ,,
WD8,AC43,TOBACCO ,,
WD8,AC44,POTATO ,,
WD8,AC45,TOMATO ,,
WD8,AC46,AUBERGINE ,,
WD8,AC47,PEPPER ,,
WD8,AC48,CHILLI ,,
WD8,AC49,TREE CHILLI ,,
WD8,AC50,SQUASH ,,
WD8,AC51,JAPANESE PIE SQUASH ,,
WD8,AC52,SIAM PUMPKIN ,,
WD8,AC53,BANANA SQUASH ,,
WD8,AC54,BUTTERNUT SQUASH ,,
WD8,AC55,WATER MELON ,,
WD8,AC56,CUCUMBER ,,
WD8,AC57,MELON ,,
WD8,AC58,MIXED CROP - GROUP 1,,
WD8,AC59,MIXED CROP - GROUP 2,,
WD8,AC60,MIXED CROP - GROUP 3,,
WD8,AC61,MIXED CROP - GROUP 4,,
WD8,AC62,MIXED CROP - GROUP 5,,
WD8,AC63,BARLEY - WINTER,,
WD8,AC64,LINSEED - WINTER,,
WD8,AC65,OATS - WINTER,,
WD8,AC66,WHEAT - WINTER,,
WD8,AC67,OILSEED - WINTER,,
WD8,AC68,RYE - WINTER,,
WD8,AC69,TRITICALE - WINTER,,
WD8,AC70,CABBAGE - WINTER,,
WD8,AC71,CORIANDER,,
WD8,AC72,CORN GROMWELL,,
WD8,AC73,CAMELINA,,
WD8,AC74,PHACELIA,,
WD8,AC75,OCA,,
WD8,AC76,GERMAN CHAMOMILE,,
WD8,AC77,CORN CHAMOMILE,,
WD8,AC78,CORN COCKLE,,
WD8,AC79,CORN FLOWER,,
WD8,AC80,CORN MARIGOLD,,
WD8,AC81,POPPY,,
WD8,AC82,FIELD FOR-GET-ME-NOT,,
WD8,AC83,FOX-GLOVE,,
WD8,AC84,HAY RATTLE,,
WD8,AC85,HEDGE BEDSTRAW,,
WD8,AC86,TEASEL,,
WD8,AC87,QUINOA,,
WD8,AC88,SUNFLOWER,,
WD8,AC89,CRESS,,
WD8,AC90,GLADIOLI,,
WD8,AC91,ECHIUM,,
WD8,AC92,SORGHUM,,
WD8,AC93,STICKY NIGHTSHADE,,
WD8,AC94,SWEET WILLIAMS,,
WD8,AC95,WALLFLOWER,,
WD8,AC96,SAMPHIRE,,
WD8,AC97,ASTER (CHINESE),,
WD8,AC98,LARKSPUR,,
WD8,AC99,NIGELLA,,
WD8,BF04,TREES IN A LINE,,
WD8,BF11,HALF HEDGE,,
WD8,BF15,BUFFER STRIP,,
WD8,CA01,CATCH CROP,,
WD8,CA02,COVER CROP,,
WD8,CW01,WATERCRESS,,
WD8,FA01,FALLOW,,
WD8,HE02,HEATH LAND AND BRACKEN - UNGRAZEABLE,,
WD8,IW01,RIVERS AND STREAMS TYPE 1,,
WD8,IW02,RIVERS AND STREAMS TYPE 2,,
WD8,IW11,DRAIN/DITCH/DYKE ON A BOUNDARY,,
WD8,LG01,CHICKPEA,,
WD8,LG02,FENUGREEK,,
WD8,LG03,FIELD BEANS - SPRING,,
WD8,LG04,GREEN BEANS,,
WD8,LG05,LENTILS,,
WD8,LG06,LUPINS,,
WD8,LG07,PEAS - SPRING,,
WD8,LG08,SOYA,,
WD8,LG09,COWPEA,,
WD8,LG10,BIRD'S FOOT TREFOIL,,
WD8,LG11,LUCERNE,,
WD8,LG12,SWEET CLOVER,,
WD8,LG13,SAINFOIN,,
WD8,LG14,CLOVER,,
WD8,LG15,MIXED CROP - LEGUMINOUS ONLY 1,,
WD8,LG16,MIXED CROP - LEGUMINOUS ONLY 2,,
WD8,LG17,MIXED CROP - LEGUMINOUS ONLY 3,,
WD8,LG18,MIXED CROP - LEGUMINOUS ONLY 4,,
WD8,LG19,MIXED CROP - LEGUMINOUS ONLY 5,,
