SBI,SCHEME,ORD_SURVEY,NG_NUMBER,AGREEMENT_REF,OPTION_CODE,OPTION_START_DATE,OPTION_END_DATE,OPTION_QUANTITY,UNIT_OF_MEASURE
106573166,SFI23,SE0903,8296,1705695,MOR1,4/1/24 0:00,3/31/27 0:00,2.1306,Hectares
106459599,SFI23,SD6346,4987,1704205,MOR1,4/1/24 0:00,3/31/27 0:00,0.759,Hectares
106770597,SFI23,SE9298,4512,1692868,MOR1,5/1/24 0:00,4/30/27 0:00,2.2425,Hectares
106770508,SFI Expanded Offer,SE1205,1640,1956820,UPL3,2/1/25 0:00,1/31/28 0:00,0.4908,Hectares
107243614,SFI Expanded Offer,NY7103,7639,1946400,BND1,1/1/25 0:00,12/31/27 0:00,488,Metres
106770508,SFI Expanded Offer,SE1300,8646,1956820,UPL10,2/1/25 0:00,1/31/28 0:00,14.0176,Hectares
106798759,SFI Expanded Offer,SE0905,9038,1939789,UPL8,4/1/25 0:00,3/31/28 0:00,5.7175,Hectares
107646713,SFI Expanded Offer,SE0317,9761,1948084,CMOR1,2/1/25 0:00,1/31/28 0:00,1.0034,Hectares
106422050,SFI Expanded Offer,NY6436,5084,1942825,CMOR1,2/1/25 0:00,1/31/28 0:00,130.0583,Hectares
106420913,SFI Expanded Offer,SD6384,5954,1975359,UPL8,2/1/25 0:00,1/31/28 0:00,4.1937,Hectares
106409224,SFI Expanded Offer,SD8628,8317,1947786,UPL7,3/1/25 0:00,2/29/28 0:00,0.1696,Hectares
106308119,SFI Expanded Offer,SK1981,6911,1959883,CMOR1,3/1/25 0:00,2/29/28 0:00,10.2586,Hectares
106308119,SFI Expanded Offer,SK1981,8722,1959883,CMOR1,3/1/25 0:00,2/29/28 0:00,0.8109,Hectares
107179013,CS,SD6560,8475,2000426,UP5,1/1/25 0:00,12/31/29 0:00,14.1,Hectares
200941193,SFI Expanded Offer,NY8098,9060,1995913,CMOR1,3/1/25 0:00,2/29/28 0:00,38.1948,Hectares
106247581,SFI Expanded Offer,SD1687,5075,2003232,CMOR1,5/1/25 0:00,4/30/28 0:00,2.267,Hectares
106499542,SFI Expanded Offer,NY7447,7945,2190416,UPL1,10/1/25 0:00,9/30/28 0:00,11.5421,Hectares
106681156,CS,NY9721,190,116664,UP3,1/1/16 0:00,12/31/25 0:00,36.4248,Hectares
200404934,CS,SD8544,7950,1060828,UP1,1/1/21 0:00,12/31/25 0:00,9.7224,Hectares
106505403,CS,SD7247,8712,990435,SP8,1/1/21 0:00,12/31/25 0:00,5.3892,Hectares
106247455,CS,NY7448,6701,1425321,WD12,1/1/23 0:00,12/31/32 0:00,27.1576,Hectares
115474882,CS,SD8778,421,1421093,UP3,1/1/23 0:00,12/31/32 0:00,110,Hectares
200056249,CS,SK1574,5682,1457599,GS6,1/1/23 0:00,12/31/27 0:00,0.2692,Hectares
106549611,CS,NZ0234,4414,1460858,UP6,1/1/23 0:00,12/31/27 0:00,0.1894,Hectares
106204421,CS,SD5361,7743,1626247,SP3,1/1/24 0:00,12/31/28 0:00,1.8,Hectares
106311944,CS,NY6843,6708,1629481,WD7,1/1/24 0:00,12/31/28 0:00,1.1124,Hectares
106311944,CS,NY6842,1755,1629481,BN14,1/1/24 0:00,12/31/26 0:00,8,Metres
200222718,CS,SD6620,9015,1638284,SP6,1/1/24 0:00,12/31/28 0:00,28.5255,Hectares
106323049,CS,SD7158,8856,1633345,GS1,1/1/24 0:00,12/31/28 0:00,0.2902,Hectares
200778286,CS,SD9319,6514,1643273,RP2,1/1/24 0:00,12/31/26 0:00,1,Units
200222718,CS,SD6620,8455,1649342,GS16,1/1/24 0:00,12/31/26 0:00,6.4418,Hectares
106399687,CS,SD8313,1891,1639985,SP6,1/1/24 0:00,12/31/28 0:00,3.5561,Hectares
106499713,SFI23,NY7256,2258,1692925,MOR1,5/1/24 0:00,4/30/27 0:00,119.2958,Hectares
106292097,SFI23,NT9116,4484,1741145,MOR1,5/1/24 0:00,4/30/27 0:00,0.1305,Hectares
107002145,SFI Expanded Offer,SD4899,5678,1805518,CMOR1,10/1/24 0:00,9/30/27 0:00,33.2525,Hectares
106798759,SFI Expanded Offer,SE1006,3785,1939789,SPM5,4/1/25 0:00,3/31/28 0:00,3.0429,Hectares
106798759,SFI Expanded Offer,SE1006,2176,1939789,CMOR1,4/1/25 0:00,3/31/28 0:00,0.6277,Hectares
107646713,SFI Expanded Offer,SD9510,468,1948084,CHRW1,2/1/25 0:00,1/31/28 0:00,110,Metres
115606530,SFI Expanded Offer,SD6085,2876,1976660,UPL7,2/1/25 0:00,1/31/28 0:00,19.8353,Hectares
200241697,SFI Expanded Offer,NT8312,7398,1990959,UPL7,3/1/25 0:00,2/29/28 0:00,36.2012,Hectares
106550524,SFI Expanded Offer,SE1479,3569,1980345,UPL1,2/1/25 0:00,1/31/28 0:00,0.4136,Hectares
107179013,CS,SD6558,7999,2000426,SP5,1/1/25 0:00,12/31/29 0:00,99.217,Hectares
107179013,CS,SD6560,7690,2000426,WD9,1/1/25 0:00,12/31/29 0:00,1.2103,Hectares
200540702,SFI Expanded Offer,SD7869,5375,1994763,UPL1,4/1/25 0:00,3/31/28 0:00,1.5517,Hectares
106320912,SFI Expanded Offer,SD8828,5544,1998537,UPL1,3/1/25 0:00,2/29/28 0:00,6.3369,Hectares
200891887,SFI Expanded Offer,SD8825,7330,2017819,UPL3,5/1/25 0:00,4/30/28 0:00,0.6329,Hectares
106323049,SFI Expanded Offer,SD7059,8814,2008144,BND1,5/1/25 0:00,4/30/28 0:00,645,Metres
106323049,SFI Expanded Offer,SD7158,1905,2008144,CMOR1,5/1/25 0:00,4/30/28 0:00,3.7674,Hectares
106323049,SFI Expanded Offer,SD7258,5846,2008144,CMOR1,5/1/25 0:00,4/30/28 0:00,24.298,Hectares
106211328,CS,SD5560,5989,2184357,FG2,11/1/25 0:00,10/31/28 0:00,130,Metres
112778427,CS,SE0433,7320,626229,UP3,1/1/19 0:00,12/31/28 0:00,0.8873,Hectares
106504721,CS,NY1424,3027,1057050,WD9,1/1/21 0:00,12/31/25 0:00,1.1658,Hectares
122664706,CS,SD9783,5238,1091209,WD7,1/1/21 0:00,12/31/25 0:00,14.6896,Hectares
106258062,CS,SK0667,8383,1263494,UP1,1/1/22 0:00,12/31/26 0:00,6.2907,Hectares
106250996,CS,NY4125,8308,1268269,SP6,1/1/22 0:00,12/31/26 0:00,17.27,Hectares
108233237,CS,SD9520,3453,1262985,SP6,1/1/22 0:00,12/31/26 0:00,2.2993,Hectares
120148261,CS,SD5764,780,1270008,SP6,1/1/22 0:00,12/31/26 0:00,12.7964,Hectares
200721222,CS,NT7001,8676,1439821,UP3,1/1/23 0:00,12/31/32 0:00,168.2227,Hectares
106452558,CS,SD6351,303,1455897,UP3,1/1/23 0:00,12/31/32 0:00,0.0229,Hectares
106635319,CS,SD8558,2469,1461410,GS16,1/1/23 0:00,12/31/25 0:00,13.6145,Hectares
106573166,CS,SE0903,8788,1462727,UP6,1/1/23 0:00,12/31/27 0:00,1.5734,Hectares
106438183,CS,NY5136,6934,1551709,WT8,1/1/24 0:00,12/31/28 0:00,8.93,Hectares
106317109,CS,NY7549,2193,1639009,UP6,1/1/24 0:00,12/31/28 0:00,115.1523,Hectares
120583203,CS,SD7694,7837,1647082,UP2,1/1/24 0:00,12/31/28 0:00,2.3562,Hectares
110049362,CS,SX6679,111,1614970,GS6,1/1/24 0:00,12/31/28 0:00,2,Hectares
200778286,CS,SD9419,512,1643273,LV3,1/1/24 0:00,12/31/26 0:00,2,Units
200778286,CS,SD9319,7905,1643273,TE11A,1/1/24 0:00,12/31/26 0:00,40,Trees
106268747,SFI23,NT8818,8053,1662236,MOR1,12/1/23 0:00,11/30/26 0:00,263.4577,Hectares
106268747,SFI23,NT8716,3811,1662236,MOR1,12/1/23 0:00,11/30/26 0:00,71.2333,Hectares
106626626,SFI23,SD9723,6334,1658241,MOR1,12/1/23 0:00,11/30/26 0:00,0.7765,Hectares
106626626,SFI23,SD9722,3277,1658241,MOR1,12/1/23 0:00,11/30/26 0:00,6,Hectares
106481018,CS,NU1001,5365,1635292,UP3,1/1/24 0:00,12/31/33 0:00,6.17,Hectares
107349347,SFI23,SE0564,5020,1677707,MOR1,12/1/23 0:00,11/30/26 0:00,10.9286,Hectares
106770508,SFI23,SE1500,7323,1665214,MOR1,3/1/24 0:00,2/28/27 0:00,1.5864,Hectares
106770508,SFI23,SE1500,1691,1665214,MOR1,3/1/24 0:00,2/28/27 0:00,1.1758,Hectares
106335247,SFI23,SD6955,6785,1666054,MOR1,3/1/24 0:00,2/28/27 0:00,6.6509,Hectares
106631996,SFI23,SE0808,585,1702466,MOR1,3/1/24 0:00,2/28/27 0:00,4.303,Hectares
106438183,SFI23,NY5136,6934,1689091,MOR1,9/1/24 0:00,8/31/27 0:00,63.4172,Hectares
107002145,SFI Expanded Offer,NY4800,4446,1805518,CMOR1,10/1/24 0:00,9/30/27 0:00,47.3278,Hectares
200093609,SFI Expanded Offer,SK0159,7764,1912807,UPL2,10/1/24 0:00,9/30/27 0:00,11.1805,Hectares
106770508,SFI Expanded Offer,SE1205,2131,1956820,UPL10,2/1/25 0:00,1/31/28 0:00,0.8338,Hectares
106770508,SFI Expanded Offer,SE1205,2131,1956820,BND1,2/1/25 0:00,1/31/28 0:00,95,Metres
106482246,SFI Expanded Offer,NY6828,5323,1946505,UPL8,12/1/24 0:00,11/30/27 0:00,35.0302,Hectares
106311944,SFI Expanded Offer,NY6944,7345,1935072,CMOR1,2/1/25 0:00,1/31/28 0:00,24.2831,Hectares
106311944,SFI Expanded Offer,NY6842,4399,1935072,CMOR1,2/1/25 0:00,1/31/28 0:00,17.5827,Hectares
107198210,SFI Expanded Offer,NY7502,8173,1982485,CMOR1,3/1/25 0:00,2/29/28 0:00,30.7482,Hectares
106498687,SFI Expanded Offer,SD7422,9193,1978226,BND1,4/1/25 0:00,3/31/28 0:00,210,Metres
200849715,SFI Expanded Offer,SJ9997,578,1981875,BND1,9/1/25 0:00,8/31/28 0:00,400,Metres
106326758,SFI Expanded Offer,SD6154,8973,1970215,CMOR1,1/1/25 0:00,12/31/27 0:00,10.0548,Hectares
200684897,SFI Expanded Offer,NY6247,6023,1929705,CMOR1,3/1/25 0:00,2/29/28 0:00,28.5223,Hectares
106325212,SFI Expanded Offer,SD6192,4128,2006314,BND1,4/1/25 0:00,3/31/28 0:00,506,Metres
107608524,CS,SD6460,5434,2002570,UP5,1/1/25 0:00,12/31/29 0:00,17.73,Hectares
106499542,SFI Expanded Offer,NY7547,1165,2190416,CMOR1,10/1/25 0:00,9/30/28 0:00,11.8111,Hectares
107264972,CS,NY6952,7724,469742,UP3,1/1/22 0:00,12/31/27 0:00,0.0772,Hectares
106672543,CS,NY9728,4699,624186,UP3,1/1/19 0:00,12/31/28 0:00,5.2547,Hectares
106672543,CS,NY9829,526,624186,UP3,1/1/19 0:00,12/31/28 0:00,2.3465,Hectares
106546798,CS,SD9641,9569,1453502,SP6,1/1/23 0:00,12/31/27 0:00,6.0845,Hectares
121428499,CS,SD6251,2638,1455034,UP6,1/1/23 0:00,12/31/27 0:00,0.8531,Hectares
200241697,CS,NT8311,1181,1461829,GS7,1/1/22 0:00,12/31/31 0:00,5.8404,Hectares
106777015,CS,SD8460,222,1614337,UP1,1/1/24 0:00,12/31/28 0:00,9.66,Hectares
112179718,CS,NY6669,2889,1629259,UP3,1/1/24 0:00,12/31/33 0:00,0.4497,Hectares
106204421,CS,SD5361,6542,1626247,WD7,1/1/24 0:00,12/31/28 0:00,0.6415,Hectares
106723851,CS,SE0182,2906,1640784,UP2,1/1/24 0:00,12/31/28 0:00,8.1328,Hectares
106541760,CS,SE2353,4019,1641578,UP2,1/1/24 0:00,12/31/28 0:00,3.8357,Hectares
106541760,CS,SE2553,150,1641578,UP2,1/1/24 0:00,12/31/28 0:00,2.8699,Hectares
115754313,CS,SD5448,5623,1649431,UP2,1/1/24 0:00,12/31/28 0:00,9.6257,Hectares
106912690,CS,SD8225,4753,1644743,UP1,1/1/24 0:00,12/31/28 0:00,0.3366,Hectares
107070945,SFI23,SE1900,2244,1665833,MOR1,2/1/24 0:00,1/31/27 0:00,0.3472,Hectares
106440951,CS,SD7323,4596,1654894,BN11,1/1/24 0:00,12/31/26 0:00,130,Metres
106296729,SFI23,NY7685,9241,1662894,MOR1,11/1/23 0:00,10/31/26 0:00,1.557,Hectares
107349347,SFI23,SE0564,749,1677707,MOR1,12/1/23 0:00,11/30/26 0:00,9.5601,Hectares
107264972,SFI23,NY7153,719,1675522,MOR1,3/1/24 0:00,2/28/27 0:00,73.8987,Hectares
106505403,SFI23,SD7348,2520,1668305,MOR1,1/1/24 0:00,12/31/26 0:00,0.7776,Hectares
106631996,SFI23,SE0908,6465,1702466,MOR1,3/1/24 0:00,2/28/27 0:00,11.0152,Hectares
120583203,SFI23,SD7694,6341,1703198,MOR1,4/1/24 0:00,3/31/27 0:00,2.1847,Hectares
106801435,SFI23,SE0034,2281,1799420,MOR1,7/1/24 0:00,6/30/27 0:00,6.7489,Hectares
107002145,SFI Expanded Offer,SD4899,1180,1805518,CMOR1,10/1/24 0:00,9/30/27 0:00,5.7034,Hectares
107002145,SFI Expanded Offer,NY4800,2286,1805518,CMOR1,10/1/24 0:00,9/30/27 0:00,18.3512,Hectares
106388742,SFI Expanded Offer,SK0369,9379,1894745,UPL9,10/1/24 0:00,9/30/27 0:00,48.6891,Hectares
106460854,SFI Expanded Offer,NY7260,598,1916585,CMOR1,11/1/24 0:00,10/31/27 0:00,172.4708,Hectares
106770508,SFI Expanded Offer,SE1604,6822,1956820,UPL7,2/1/25 0:00,1/31/28 0:00,4.1185,Hectares
111804633,SFI Expanded Offer,SD6556,8132,1946862,BND1,12/1/24 0:00,11/30/27 0:00,1960,Metres
107646713,SFI Expanded Offer,SD9510,5379,1948084,UPL9,2/1/25 0:00,1/31/28 0:00,3.8587,Hectares
107646713,SFI Expanded Offer,SE0417,3902,1948084,CHRW1,2/1/25 0:00,1/31/28 0:00,157,Metres
106311944,SFI Expanded Offer,NY6942,4874,1935072,CMOR1,2/1/25 0:00,1/31/28 0:00,9.1497,Hectares
106311944,SFI Expanded Offer,NY6742,7196,1935072,CMOR1,2/1/25 0:00,1/31/28 0:00,41.0447,Hectares
106550524,SFI Expanded Offer,SE1479,3569,1980345,UPL5,2/1/25 0:00,1/31/28 0:00,0.4136,Hectares
200108979,SFI Expanded Offer,NY7986,7734,1916592,BND1,1/1/25 0:00,12/31/27 0:00,767,Metres
106409224,SFI Expanded Offer,SD8628,8125,1947786,UPL7,3/1/25 0:00,2/29/28 0:00,1.7968,Hectares
106694037,SFI Expanded Offer,SK2597,5534,2004579,BND1,4/1/25 0:00,3/31/28 0:00,550,Metres
106459599,CS,SD6346,652,1996553,SP8,1/1/25 0:00,12/31/29 0:00,14.2946,Hectares
106247581,SFI Expanded Offer,SD1688,6140,2003232,CMOR1,5/1/25 0:00,4/30/28 0:00,23.3257,Hectares
106499542,SFI Expanded Offer,NY7547,737,2190416,UPL1,10/1/25 0:00,9/30/28 0:00,2.7178,Hectares
200891887,SFI Expanded Offer,SD8926,2842,2017819,CMOR1,5/1/25 0:00,4/30/28 0:00,1.5074,Hectares
106323049,SFI Expanded Offer,SD7157,3592,2008144,BND1,5/1/25 0:00,4/30/28 0:00,80,Metres
106323049,SFI Expanded Offer,SD7156,8541,2008144,CMOR1,5/1/25 0:00,4/30/28 0:00,3.0897,Hectares
107264972,CS,NY6952,8331,469742,UP3,1/1/22 0:00,12/31/27 0:00,2.4349,Hectares
200429591,CS,NY0220,2811,1257459,LH1,1/1/22 0:00,12/31/26 0:00,32.1088,Hectares
107243614,CS,NY7102,6597,1270788,HS8,1/1/22 0:00,12/31/26 0:00,0.0053,Hectares
106247455,CS,NY7247,7393,1425321,UP2,1/1/23 0:00,12/31/27 0:00,6.8837,Hectares
106549611,CS,NZ0634,1478,1460858,UP6,1/1/23 0:00,12/31/27 0:00,12.9645,Hectares
106777015,CS,SD8360,7608,1614337,FG15,1/1/24 0:00,12/31/26 0:00,2,Units
106482576,CS,SD4295,5037,1635350,WT5,1/1/24 0:00,12/31/28 0:00,1,Hectares
110049362,CS,SX6679,111,1614970,SP6,1/1/24 0:00,12/31/28 0:00,2,Hectares
106796768,CS,SE1371,3085,1643535,UP2,1/1/24 0:00,12/31/28 0:00,9.6112,Hectares
106778436,CS,SD9661,5035,1652429,BN12,1/1/24 0:00,12/31/26 0:00,37,Metres
106778436,CS,SD9661,2145,1652429,LV3,1/1/24 0:00,12/31/26 0:00,1,Units
117418240,CS,SD7220,6451,1653296,FG2,1/1/24 0:00,12/31/26 0:00,335,Metres
107214733,CS,SD8645,131,1645581,BE3,1/1/24 0:00,12/31/28 0:00,115,Metres
106428853,CS,SD7518,4227,1653130,FG2,1/1/24 0:00,12/31/26 0:00,190,Metres
107559616,SFI23,SD5653,6830,1672513,MOR1,2/1/24 0:00,1/31/27 0:00,5.1778,Hectares
106431507,SFI23,NY7990,9681,1679801,MOR1,1/1/24 0:00,12/31/26 0:00,0.0239,Hectares
106431507,SFI23,NY7990,9579,1679801,MOR1,1/1/24 0:00,12/31/26 0:00,0.0288,Hectares
106770508,SFI23,SE1602,5508,1665214,MOR1,3/1/24 0:00,2/28/27 0:00,0.107,Hectares
107179013,SFI23,SD6759,3857,1692644,MOR1,2/1/24 0:00,1/31/27 0:00,63.4202,Hectares
107179013,SFI23,SD6560,8475,1692644,MOR1,2/1/24 0:00,1/31/27 0:00,119.6604,Hectares
106631996,SFI23,SE0908,2272,1702466,MOR1,3/1/24 0:00,2/28/27 0:00,20.6485,Hectares
106573166,SFI23,SE0904,9852,1705695,MOR1,4/1/24 0:00,3/31/27 0:00,0.2595,Hectares
200725976,SFI23,NY3722,9588,1712005,MOR1,4/1/24 0:00,3/31/27 0:00,33.7222,Hectares
122462154,SFI Expanded Offer,SD1482,9023,1921675,BND1,2/1/25 0:00,1/31/28 0:00,1998,Metres
107243614,SFI Expanded Offer,NY7103,5320,1946400,UPL8,1/1/25 0:00,12/31/27 0:00,2.2288,Hectares
106770508,SFI Expanded Offer,SE1703,858,1956820,UPL3,2/1/25 0:00,1/31/28 0:00,35.0191,Hectares
106798759,SFI Expanded Offer,SE0905,6039,1939789,CMOR1,4/1/25 0:00,3/31/28 0:00,1.6039,Hectares
107646713,SFI Expanded Offer,SD7553,9179,1948084,UPL9,2/1/25 0:00,1/31/28 0:00,22.4906,Hectares
107646713,SFI Expanded Offer,SE0417,3106,1948084,UPL9,2/1/25 0:00,1/31/28 0:00,0.9905,Hectares
106801446,CS,NY9428,553,1802376,BN13,8/1/24 0:00,7/31/27 0:00,720,Metres
106545684,SFI Expanded Offer,SE0564,2538,1936274,UPL3,1/1/25 0:00,12/31/27 0:00,1.7138,Hectares
106311944,SFI Expanded Offer,NY6945,9603,1935072,CMOR1,2/1/25 0:00,1/31/28 0:00,16.0148,Hectares
106408735,SFI Expanded Offer,SD9511,1657,1804561,UPL8,2/1/25 0:00,1/31/28 0:00,0.8549,Hectares
106278567,CS,SD6246,1081,1993935,SP3,1/1/25 0:00,12/31/29 0:00,20,Hectares
200941193,SFI Expanded Offer,NY8098,1125,1995913,UPL10,3/1/25 0:00,2/29/28 0:00,42.9323,Hectares
106320912,SFI Expanded Offer,SD8828,8932,1998537,UPL1,3/1/25 0:00,2/29/28 0:00,12.4693,Hectares
113755809,SFI Expanded Offer,SD8173,3995,2001587,UPL1,4/1/25 0:00,3/31/28 0:00,7.3592,Hectares
106684080,CS,SD9884,5206,1936370,BN12,5/1/25 0:00,4/30/28 0:00,510,Metres
106509189,SFI Expanded Offer,SD7925,9555,2182659,CMOR1,10/1/25 0:00,9/30/28 0:00,12.2546,Hectares
201029679,SFI Expanded Offer,SE0909,6887,2177791,BND1,10/1/25 0:00,9/30/28 0:00,80,Metres
111936983,CS,SD7216,306,306959,UP3,1/1/17 0:00,12/31/26 0:00,21.87,Hectares
106505403,CS,SD7347,2918,990435,UP3,1/1/21 0:00,12/31/30 0:00,6.803,Hectares
106256242,CS,NY7061,1776,1166280,WD9,1/1/22 0:00,12/31/26 0:00,3,Hectares
106204432,CS,SD4992,925,1264030,GS6,1/1/22 0:00,12/31/26 0:00,20.3751,Hectares
121428499,CS,SD5949,6060,1455034,UP3,1/1/23 0:00,12/31/32 0:00,678.8812,Hectares
121428499,CS,SD6151,1717,1455034,UP3,1/1/23 0:00,12/31/32 0:00,233.3612,Hectares
106511194,CS,SE0415,3263,1453691,SP6,1/1/23 0:00,12/31/27 0:00,1.7112,Hectares
111996463,CS,SD5998,8174,1456181,UP2,1/1/23 0:00,12/31/27 0:00,15.3055,Hectares
200683998,CS,SD5861,4580,1456925,UP2,1/1/23 0:00,12/31/27 0:00,25,Hectares
112179718,CS,NY6770,3806,1629259,UP3,1/1/24 0:00,12/31/33 0:00,27.4535,Hectares
117629893,CS,NY5236,7756,1634465,SP3,1/1/24 0:00,12/31/28 0:00,2.98,Hectares
200778286,CS,SD9319,8528,1643273,BN14,1/1/24 0:00,12/31/26 0:00,30,Metres
107002190,SFI23,SD5862,8364,1652556,MOR1,11/1/23 0:00,10/31/26 0:00,8.7482,Hectares
106626626,SFI23,SD9723,5739,1658241,MOR1,12/1/23 0:00,11/30/26 0:00,0.7118,Hectares
106626626,SFI23,SD9722,2999,1658241,MOR1,12/1/23 0:00,11/30/26 0:00,0.3975,Hectares
106621585,CS,SK2684,6594,1532690,FG2,8/1/23 0:00,7/31/26 0:00,417,Metres
107070945,SFI23,SE1702,8622,1665833,MOR1,2/1/24 0:00,1/31/27 0:00,40.6592,Hectares
106588276,CS,SD9262,7034,1650210,UP1,1/1/24 0:00,12/31/28 0:00,21.19,Hectares
106631996,SFI23,SE0807,7397,1702466,MOR1,3/1/24 0:00,2/28/27 0:00,2.1009,Hectares
106292097,SFI23,NT9116,9293,1741145,MOR1,5/1/24 0:00,4/30/27 0:00,118.2282,Hectares
106760824,CS HT,SD9842,7336,1912264,CUP10,2/1/25 0:00,1/31/30 0:00,11.379,Hectares
106770508,SFI Expanded Offer,SE1205,146,1956820,UPL3,2/1/25 0:00,1/31/28 0:00,0.9442,Hectares
106770508,SFI Expanded Offer,SE1205,146,1956820,BND1,2/1/25 0:00,1/31/28 0:00,31,Metres
106498687,SFI Expanded Offer,SD7422,2294,1978163,UPL7,4/1/25 0:00,3/31/28 0:00,0.1808,Hectares
200108979,SFI Expanded Offer,NY7989,9944,1916592,UPL7,1/1/25 0:00,12/31/27 0:00,49.0828,Hectares
200684897,SFI Expanded Offer,NY6248,9721,1929705,CMOR1,3/1/25 0:00,2/29/28 0:00,145.6075,Hectares
200022146,SFI Expanded Offer,SD7385,272,2006333,UPL10,4/1/25 0:00,3/31/28 0:00,3.0942,Hectares
107179013,CS,SD6759,3857,2000426,SP5,1/1/25 0:00,12/31/29 0:00,63.4202,Hectares
200941193,SFI Expanded Offer,NY8098,5578,1995913,UPL2,3/1/25 0:00,2/29/28 0:00,35.2055,Hectares
200540702,SFI Expanded Offer,SD7869,4075,1994763,UPL7,4/1/25 0:00,3/31/28 0:00,1.5367,Hectares
106499542,SFI Expanded Offer,NY7547,348,2190416,CMOR1,10/1/25 0:00,9/30/28 0:00,2.6889,Hectares
200891887,SFI Expanded Offer,SD8925,623,2017819,UPL6,5/1/25 0:00,4/30/28 0:00,0.3229,Hectares
200891887,SFI Expanded Offer,SD8925,623,2017819,CMOR1,5/1/25 0:00,4/30/28 0:00,0.3229,Hectares
200404934,CS,SD8745,2111,1060828,WD7,1/1/21 0:00,12/31/25 0:00,7.8784,Hectares
113755809,CS,SD8273,5736,1060454,UP1,1/1/21 0:00,12/31/25 0:00,18.6508,Hectares
106256242,CS,NY7061,1776,1166280,SP3,1/1/22 0:00,12/31/26 0:00,5,Hectares
106282870,CS,SD7937,4604,1271808,SP6,1/1/22 0:00,12/31/26 0:00,13.5892,Hectares
107089274,CS,NY7943,9080,1422600,UP3,1/1/23 0:00,12/31/32 0:00,7.2944,Hectares
106245215,CS,SD7740,3302,1457439,UP2,1/1/23 0:00,12/31/27 0:00,27.152,Hectares
200241697,CS,NT8313,760,1461829,WD9,1/1/22 0:00,12/31/26 0:00,29,Hectares
106438183,CS,NY5136,6934,1551709,BN14,1/1/24 0:00,12/31/26 0:00,35,Metres
106533919,CS,SE0775,9435,1448949,UP2,1/1/23 0:00,12/31/27 0:00,13.1891,Hectares
106179896,CS,SD7719,7445,1633545,UP1,1/1/24 0:00,12/31/28 0:00,0.9524,Hectares
107626684,CS,NY7271,717,1638677,GS13,1/1/24 0:00,12/31/28 0:00,0.93,Hectares
106323049,CS,SD7157,8431,1633345,SP6,1/1/24 0:00,12/31/28 0:00,6.0962,Hectares
106323049,CS,SD7156,8541,1633345,UP1,1/1/24 0:00,12/31/28 0:00,3.0897,Hectares
200778286,CS,SD9419,122,1643273,FG2,1/1/24 0:00,12/31/26 0:00,35,Metres
107002145,CS,NY4800,2286,1642072,FG12,1/1/24 0:00,12/31/26 0:00,2,Units
200683998,SFI23,SD5862,3618,1658637,MOR1,3/1/24 0:00,2/28/27 0:00,14.2539,Hectares
106481018,CS,NU1002,4905,1635292,SP8,1/1/24 0:00,12/31/28 0:00,37.2472,Hectares
106505403,SFI23,SD7247,8028,1668305,MOR1,1/1/24 0:00,12/31/26 0:00,1.8905,Hectares
200868230,CS,SD8824,397,1663869,BN14,1/1/24 0:00,12/31/26 0:00,310,Metres
106801435,SFI23,SE0034,6971,1799420,MOR1,7/1/24 0:00,6/30/27 0:00,0.1556,Hectares
106801435,SFI23,SE0034,2069,1799420,MOR1,7/1/24 0:00,6/30/27 0:00,0.0156,Hectares
118586667,SFI23,SD7518,3599,1724943,MOR1,7/1/24 0:00,6/30/27 0:00,8.7789,Hectares
111491680,CS,NY1425,7204,1910220,FG2,10/1/24 0:00,9/30/27 0:00,50,Metres
106798759,SFI Expanded Offer,SE0905,9957,1939789,SPM5,4/1/25 0:00,3/31/28 0:00,1.4606,Hectares
200608280,SFI Expanded Offer,NY8289,4356,1937956,CMOR1,2/1/25 0:00,1/31/28 0:00,121.6856,Hectares
106311944,SFI Expanded Offer,NY6742,7196,1935072,BND1,2/1/25 0:00,1/31/28 0:00,2260,Metres
107597042,SFI Expanded Offer,SD5856,8362,1992640,CMOR1,3/1/25 0:00,2/29/28 0:00,7.3576,Hectares
107179013,SFI Expanded Offer,SD6558,7999,1961068,BND1,3/1/25 0:00,2/29/28 0:00,227,Metres
106505403,SFI Expanded Offer,SD7247,753,1952260,SPM5,6/1/25 0:00,5/31/28 0:00,18.824,Hectares
106505403,SFI Expanded Offer,SD7247,5143,1952260,BND1,6/1/25 0:00,5/31/28 0:00,240,Metres
200404934,SFI Expanded Offer,SD8544,9572,1983188,BND1,2/1/25 0:00,1/31/28 0:00,321,Metres
106195124,SFI Expanded Offer,SD5459,2677,1988184,CMOR1,3/1/25 0:00,2/29/28 0:00,133.5794,Hectares
106325212,SFI Expanded Offer,SD6192,2405,2006314,UPL7,4/1/25 0:00,3/31/28 0:00,8.716,Hectares
107157745,SFI Expanded Offer,SX6775,3535,1988865,BND1,4/1/25 0:00,3/31/28 0:00,168,Metres
106323049,SFI Expanded Offer,SD7155,3560,2008144,BND1,5/1/25 0:00,4/30/28 0:00,227,Metres
106801435,CS,SE0034,3133,628705,UP3,1/1/19 0:00,12/31/28 0:00,48.4547,Hectares
200404934,CS,SD8745,2111,1060828,WD9,1/1/21 0:00,12/31/25 0:00,7.8784,Hectares
106323049,CS,SD7158,1905,1449271,GS16,1/1/23 0:00,12/31/25 0:00,3.5,Hectares
106310339,CS,SD7057,1261,1452775,UP6,1/1/23 0:00,12/31/27 0:00,74.4076,Hectares
